,chance_of_playing_next_round,chance_of_playing_this_round,code_x,ep_next,ep_this,event_points,first_name,form,id,news,news_added,now_cost,points_per_game,second_name,selected_by_percent,team_code,total_points,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,influence,creativity,threat,ict_index,influence_rank_type,creativity_rank_type,threat_rank_type,ict_index_rank,ict_index_rank_type,penalties_order,penalties_text,code_y,Club,fullname
90,,,481405,-0.8,-0.3,1,Mads,0.2,97,,,45,1.0,Bidstrup,0.1,94,3,0.0,0.7,Bidstrup,21,0,0,0,0,0,0,0,0,0,0,0,6.6,0.4,0.0,0.8,160,179,211,381,173,,,94,Brentford,Mads Bidstrup
91,100.0,100.0,428580,0.2,0.7,2,Frank,1.2,479,,2021-08-28T18:30:12.117284Z,49,1.8,Onyeka,0.1,94,11,0.2,2.2,Onyeka,333,0,0,2,5,0,0,0,1,0,0,0,33.6,30.0,57.0,12.1,119,117,70,239,110,,,94,Brentford,Frank Onyeka
92,75.0,,191866,0.9,1.7,0,Kristoffer,2.2,483,Hamstring injury - 75% chance of playing,2021-10-03T23:00:17.148828Z,45,3.8,Ajer,1.2,94,23,0.5,5.1,Ajer,520,0,0,3,5,0,0,0,1,0,0,1,81.8,21.0,28.0,13.1,67,72,60,226,74,,,94,Brentford,Kristoffer Ajer
93,,,232247,-1.0,-0.5,0,Dominic,0.0,498,,,44,0.0,Thompson,0.0,94,0,0.0,0.0,Thompson,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,183,184,176,483,184,,,94,Brentford,Dominic Thompson
94,75.0,100.0,432160,0.1,0.7,1,Shandon,1.2,499,Shoulder injury - 75% chance of playing,2021-10-03T23:00:17.188231Z,50,1.2,Baptiste,0.0,94,6,0.2,1.2,Baptiste,188,0,0,2,0,0,0,0,0,1,0,0,11.2,7.5,26.0,4.1,145,157,117,334,151,,,94,Brentford,Shandon Baptiste
95,,,216646,2.5,3.0,8,Yoane,3.5,524,,,59,4.0,Wissa,0.1,94,16,0.6,2.7,Wissa,57,2,0,0,0,0,0,0,0,0,0,2,67.4,0.9,72.0,14.0,74,176,57,217,101,,,94,Brentford,Yoane Wissa
96,,,240796,-1.0,-0.5,0,Álvaro,0.0,556,,,45,0.0,Fernández,0.1,94,0,0.0,0.0,Fernández,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,52,48,528,65,,,94,Brentford,Álvaro Fernández
97,,,450550,-1.0,-0.5,0,Finley,0.0,569,,,40,0.0,Stevens,0.3,94,0,0.0,0.0,Stevens,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,158,160,141,446,160,,,94,Brentford,Finley Stevens
98,,,48760,-0.5,0.0,1,Mathias,0.5,594,,,45,0.7,Jorgensen,0.0,94,2,0.1,0.4,Zanka,145,0,0,0,3,0,0,0,1,0,0,0,17.6,1.1,0.0,1.8,123,117,180,366,128,,,94,Brentford,Mathias Jorgensen
99,,,39155,2.7,1.7,3,Adam,2.2,53,,,54,2.0,Lallana,0.2,36,14,0.4,2.6,Lallana,542,0,0,3,4,0,0,0,1,0,0,0,52.0,29.2,53.0,13.5,99,122,75,221,103,,,36,Brighton,Adam Lallana
100,,,49262,0.5,-0.5,0,Jason,0.0,54,,,40,0.0,Steele,3.2,36,0,0.0,0.0,Steele,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,33,13,9,421,33,,,36,Brighton,Jason Steele
101,100.0,100.0,60307,1.7,0.7,3,Pascal,1.2,55,,2021-09-11T17:30:15.909181Z,60,3.8,Groß,0.4,36,19,0.2,3.2,Groß,443,0,2,2,4,0,0,0,0,0,0,1,108.4,231.2,72.0,41.2,37,4,58,39,26,1.0,,36,Brighton,Pascal Groß
102,,,61933,5.0,4.0,6,Shane,4.5,56,,,43,5.0,Duffy,23.8,36,35,1.0,8.1,Duffy,630,1,1,3,5,0,0,0,2,0,0,3,188.0,17.9,168.0,37.5,1,74,1,51,7,,,36,Brighton,Shane Duffy
103,0.0,0.0,66242,0.0,0.0,0,Davy,0.0,57,Transferred to PSV Eindhoven,2021-06-25T10:07:47.190365Z,45,0.0,Pröpper,0.0,36,0,0.0,0.0,Pröpper,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,186,190,177,492,188,,,36,Brighton,Davy Pröpper
104,100.0,100.0,78916,2.5,1.5,6,Dan,2.0,58,,2021-08-06T16:30:04.717960Z,44,2.7,Burn,0.0,36,8,0.5,1.8,Burn,155,0,0,1,1,0,0,0,0,0,0,0,29.0,12.8,6.0,4.8,114,88,95,325,113,,,36,Brighton,Dan Burn
105,,,83299,5.5,4.5,8,Lewis,5.0,59,,,50,4.1,Dunk,4.4,36,29,1.0,5.8,Dunk,630,0,0,3,5,0,0,0,0,0,0,4,117.8,21.0,45.0,18.3,32,73,39,167,49,,,36,Brighton,Lewis Dunk
106,100.0,100.0,109345,1.5,0.5,1,Solomon,1.0,60,,2021-08-28T18:30:11.548541Z,53,1.6,March,0.1,36,8,0.2,1.5,March,255,0,0,1,2,0,0,0,1,0,0,0,48.2,86.8,57.0,19.2,101,56,71,157,78,,,36,Brighton,Solomon March
107,50.0,0.0,110735,0.3,0.0,0,Adam,0.2,61,Hamstring injury - 50% chance of playing,2021-09-11T17:30:15.927256Z,44,2.2,Webster,0.2,36,9,0.0,2.0,Webster,306,0,0,1,3,0,0,0,1,0,0,0,87.2,17.8,0.0,10.5,61,76,167,250,80,,,36,Brighton,Adam Webster
108,100.0,100.0,111478,5.3,4.3,5,Joël,4.8,62,,2021-08-14T18:00:09.888942Z,44,4.0,Veltman,1.3,36,20,1.1,4.5,Veltman,405,0,1,2,3,0,0,0,3,0,0,3,78.8,74.1,5.0,15.8,73,24,100,192,62,,,36,Brighton,Joël Veltman
109,100.0,100.0,115382,5.3,4.3,1,Neal,4.8,63,,2021-08-21T19:00:12.804729Z,65,4.6,Maupay,3.6,36,32,0.7,4.9,Maupay,585,4,0,2,5,0,0,0,2,0,0,5,149.0,91.6,180.0,41.6,5,9,17,37,10,2.0,,36,Brighton,Neal Maupay
110,,,116216,5.5,4.5,3,Leandro,5.0,64,,,64,3.9,Trossard,1.3,36,27,0.8,4.2,Trossard,596,1,1,3,5,0,0,0,1,0,0,3,111.6,157.8,200.0,46.9,33,21,19,28,19,,,36,Brighton,Leandro Trossard
111,0.0,0.0,131897,0.0,0.0,0,Mathew,0.0,65,Transferred to Real Sociedad,2021-07-12T23:00:04.491624Z,45,0.0,Ryan,0.0,36,0,0.0,0.0,Ryan,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,61,47,43,498,61,,,36,Brighton,Mathew Ryan
112,0.0,0.0,165210,0.0,0.0,0,Alireza,0.0,66,Transferred to Feyenoord,2021-07-20T17:00:05.398504Z,55,0.0,Jahanbakhsh,0.0,36,0,0.0,0.0,Jahanbakhsh,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,242,243,240,599,242,,,36,Brighton,Alireza Jahanbakhsh
113,0.0,0.0,209362,0.0,0.0,0,Bernardo,0.0,68,Transferred to RB Salzburg,2021-07-08T07:33:34.790576Z,40,0.0,Fernandes Da Silva Junior,0.0,36,0,0.0,0.0,Bernardo,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,148,150,130,429,150,,,36,Brighton,Bernardo Junior
114,,,215059,4.3,3.3,6,Robert,3.8,69,,,46,3.6,Sánchez,24.2,36,25,0.8,5.4,Sánchez,630,0,0,3,5,0,0,0,2,0,13,1,118.4,20.0,0.0,13.8,15,1,50,218,15,,,36,Brighton,Robert Sánchez
115,75.0,75.0,227127,1.3,0.5,0,Yves,1.2,70,Knee injury - 75% chance of playing,2021-09-22T08:00:11.687845Z,46,3.2,Bissouma,13.6,36,16,0.3,3.5,Bissouma,438,0,1,2,4,0,0,0,1,0,0,2,85.2,29.2,27.0,14.2,59,121,115,214,99,,,36,Brighton,Yves Bissouma
116,100.0,100.0,232792,0.5,-0.5,0,Tariq,0.0,71,,2021-07-27T10:00:07.150819Z,44,0.0,Lamptey,0.4,36,0,0.0,0.0,Lamptey,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,184,185,177,484,185,,,36,Brighton,Tariq Lamptey
117,100.0,100.0,233425,0.7,-0.3,0,Aaron,0.2,72,,2021-09-08T10:30:09.965954Z,53,1.0,Connolly,0.1,36,2,0.0,0.4,Connolly,59,0,0,0,0,0,0,0,0,0,0,0,0.2,1.4,6.0,0.6,54,49,49,389,50,,,36,Brighton,Aaron Connolly
118,0.0,0.0,235382,0.0,0.0,0,Steven,0.2,73,Ankle injury - Unknown return date,2021-09-27T22:30:16.564180Z,49,1.5,Alzate,0.0,36,3,0.0,0.6,Alzate,90,0,0,0,1,0,0,0,0,0,0,0,12.0,24.5,2.0,3.9,144,134,169,337,153,,,36,Brighton,Steven Alzate
119,100.0,100.0,243016,1.7,0.7,1,Alexis,1.2,74,,2021-09-23T00:00:09.177654Z,55,3.6,Mac Allister,0.5,36,18,0.2,3.3,Mac Allister,187,1,1,1,1,0,0,0,0,0,0,3,90.8,53.1,86.0,23.0,52,87,52,121,60,,,36,Brighton,Alexis Allister
120,,,243505,2.0,1.0,3,Jakub,1.5,75,,,45,1.9,Moder,0.8,36,13,0.3,2.9,Moder,266,0,1,1,2,0,0,0,0,0,0,0,34.6,32.4,56.0,12.4,117,109,72,232,106,,,36,Brighton,Jakub Moder
121,25.0,25.0,50175,0.9,0.7,0,Danny,3.2,447,Hamstring injury - 25% chance of playing,2021-09-27T22:30:17.364816Z,60,3.5,Welbeck,0.3,36,14,0.5,2.3,Welbeck,238,1,0,1,2,0,0,0,0,0,0,3,50.0,17.0,64.0,13.2,31,37,37,225,34,3.0,,36,Brighton,Danny Welbeck
122,25.0,25.0,423649,0.2,-0.1,0,Enock,0.2,462,Groin Injury - 25% chance of playing,2021-09-23T00:00:09.805256Z,59,0.7,Mwepu,0.0,36,2,0.0,0.3,Mwepu,91,0,0,0,1,0,0,0,1,0,0,0,8.8,14.0,7.0,2.8,151,150,160,346,159,,,36,Brighton,Enock Mwepu
123,100.0,100.0,240514,0.5,-0.5,0,Kjell,0.0,476,,2021-08-08T16:00:04.206498Z,45,0.0,Scherpen,0.0,36,0,0.0,0.0,Scherpen,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,64,51,47,527,64,,,36,Brighton,Kjell Scherpen
124,0.0,0.0,93284,0.0,0.0,0,Florin,0.0,500,Joined Cadiz on a season-long loan - Expected back 01 Jul,2021-08-23T23:00:15.913951Z,50,0.0,Andone,0.1,36,0,0.0,0.0,Andone,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,71,73,69,576,73,,,36,Brighton,Florin Andone
125,0.0,0.0,204676,0.0,0.0,0,Andi,0.0,535,Joined Augsburg on a season-long loan - Expected back 01 Jul,2021-08-30T12:00:08.393270Z,45,0.0,Zeqiri,0.4,36,0,0.0,0.0,Zeqiri,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,61,56,511,62,,,36,Brighton,Andi Zeqiri
126,0.0,0.0,442229,0.0,0.0,0,Michal,0.0,536,Joined Olympiacos on a season-long loan - Expected back 01 Jul,2021-09-01T16:00:13.890461Z,40,0.0,Karbownik,0.0,36,0,0.0,0.0,Karbownik,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,156,158,139,443,158,,,36,Brighton,Michal Karbownik
127,,,209045,0.5,-0.5,0,Taylor,0.0,537,,,45,1.0,Richards,0.0,36,1,0.0,0.2,Richards,17,0,0,0,0,0,0,0,0,0,0,0,2.6,11.5,8.0,2.2,174,154,157,356,162,,,36,Brighton,Taylor Richards
128,0.0,0.0,486672,0.0,0.0,0,Moisés,0.0,538,Joined Beerschot on a season-long loan - Expected back 01 Jul,2021-08-31T22:30:15.824881Z,45,0.0,Caicedo,0.0,36,0,0.0,0.0,Caicedo,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,215,218,212,549,216,,,36,Brighton,Moisés Caicedo
129,,,433589,0.5,-0.5,0,Haydon,0.0,560,,,40,0.0,Roberts,0.2,36,0,0.0,0.0,Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,153,155,136,439,155,,,36,Brighton,Haydon Roberts
130,,,179268,5.3,4.3,9,Marc,4.8,584,,,50,4.8,Cucurella,0.8,36,19,1.0,3.8,Cucurella,351,0,0,2,2,0,0,0,1,0,0,4,72.2,96.1,4.0,17.2,77,18,109,178,56,,,36,Brighton,Marc Cucurella
131,,,106757,0.5,-0.5,0,Jürgen,0.0,595,,,45,0.0,Locadia,0.5,36,0,0.0,0.0,Locadia,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,56,57,52,495,58,,,36,Brighton,Jürgen Locadia
132,,,441192,1.6,0.6,0,Jeremy,0.0,612,,,45,0.0,Sarmiento,0.0,36,0,0.0,0.0,Sarmiento,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,208,211,202,538,209,,,36,Brighton,Jeremy Sarmiento
133,,,17761,0.5,2.0,5,James,2.0,98,,,50,2.4,Tarkowski,1.4,90,17,0.4,3.4,Tarkowski,630,1,0,1,11,0,0,0,3,0,0,0,175.6,3.0,87.0,26.6,4,110,11,100,22,,,90,Burnley,James Tarkowski
134,,,17997,-1.5,0.0,0,Phil,0.0,99,,,40,0.0,Bardsley,0.7,90,0,0.0,0.0,Bardsley,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,144,146,125,415,146,,,90,Burnley,Phil Bardsley
135,,,39487,-1.5,0.0,0,Erik,0.0,100,,,43,1.0,Pieters,0.1,90,1,0.0,0.2,Pieters,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,2.0,0.2,169,118,112,400,137,,,90,Burnley,Erik Pieters
136,,,40145,-1.5,0.0,0,Jack,0.0,101,,,45,2.0,Cork,0.2,90,4,0.0,0.9,Cork,174,0,0,0,4,0,0,0,0,0,0,0,4.6,1.8,13.0,2.0,165,171,140,361,166,,,90,Burnley,Jack Cork
137,0.0,0.0,40845,0.0,0.0,0,Dale,0.0,102,Ankle injury - Unknown return date,2021-08-02T14:00:11.997802Z,45,0.0,Stephens,0.0,90,0,0.0,0.0,Stephens,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,185,189,176,491,187,,,90,Burnley,Dale Stephens
138,100.0,25.0,41674,-1.5,0.0,0,Kevin,0.0,103,,2021-08-02T14:00:12.013515Z,40,0.0,Long,0.1,90,0,0.0,0.0,Long,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,145,147,126,419,147,,,90,Burnley,Kevin Long
139,100.0,75.0,44683,-1.0,0.4,0,Jay,0.5,104,,2021-09-25T17:30:10.904616Z,53,1.0,Rodriguez,0.5,90,5,0.1,0.9,Rodriguez,151,0,0,1,0,0,0,0,1,0,0,0,11.8,18.3,92.0,11.8,39,36,29,242,38,3.0,,90,Burnley,Jay Rodriguez
140,,,44699,-0.5,1.0,1,Ashley,1.0,105,,,54,1.1,Barnes,1.3,90,8,0.2,1.5,Barnes,344,0,0,1,9,0,0,0,2,0,0,0,27.2,72.5,66.0,15.9,37,18,35,191,32,2.0,,90,Burnley,Ashley Barnes
141,75.0,,51927,0.8,2.5,0,Ben,2.5,106,Ankle injury - 75% chance of playing,2021-10-02T17:30:10.362402Z,49,2.2,Mee,1.0,90,13,0.5,2.7,Mee,540,1,0,0,11,0,0,0,1,0,0,0,115.2,22.6,72.0,21.0,35,69,17,135,39,,,90,Burnley,Ben Mee
142,100.0,100.0,60551,1.0,2.5,3,Ashley,2.5,107,,2021-08-21T15:30:08.893231Z,54,3.2,Westwood,0.4,90,19,0.5,3.5,Westwood,540,0,2,1,9,0,0,0,2,0,0,2,97.6,144.7,59.0,30.2,44,26,69,75,43,,,90,Burnley,Ashley Westwood
143,75.0,,60586,0.2,1.8,1,Johann Berg,1.8,108,Knock - 75% chance of playing,2021-10-06T16:30:12.707086Z,55,1.9,Gudmundsson,0.1,90,13,0.3,2.4,Gudmundsson,436,0,1,1,9,0,0,0,2,0,0,0,57.6,69.8,35.0,16.1,86,68,102,188,91,,,90,Burnley,Johann Gudmundsson
144,,,60689,0.3,1.8,1,Chris,1.8,109,,,68,2.9,Wood,1.6,90,20,0.3,2.9,Wood,589,1,0,1,11,0,0,0,1,0,0,3,74.8,76.8,215.0,36.4,19,15,13,54,14,1.0,,90,Burnley,Chris Wood
145,,,68983,0.7,2.2,5,Matthew,2.2,110,,,44,2.4,Lowton,1.7,90,17,0.5,3.9,Lowton,630,0,1,1,11,0,0,0,1,0,0,1,139.6,113.7,30.0,28.4,20,14,58,82,16,,,90,Burnley,Matthew Lowton
146,75.0,75.0,81183,0.4,1.5,1,Matej,2.0,111,Knock - 75% chance of playing,2021-09-25T17:30:10.918038Z,53,1.7,Vydra,0.3,90,10,0.4,1.9,Vydra,171,0,1,0,2,0,0,0,0,0,0,0,31.6,24.2,68.0,12.2,36,35,34,237,37,,,90,Burnley,Matej Vydra
147,,,98747,1.3,2.8,6,Nick,2.8,112,,,54,2.6,Pope,2.9,90,18,0.5,3.3,Pope,630,0,0,1,11,0,0,0,0,0,20,0,156.4,0.0,0.0,15.8,10,64,63,195,9,,,90,Burnley,Nick Pope
148,,,103914,1.7,3.2,9,Charlie,3.2,113,,,44,2.4,Taylor,0.4,90,17,0.7,3.9,Taylor,630,0,0,1,11,0,0,0,0,0,0,3,136.4,114.2,12.0,26.2,23,13,79,103,24,,,90,Burnley,Charlie Taylor
149,,,168399,-1.5,0.0,0,Will,0.0,114,,,44,0.0,Norris,0.1,90,0,0.0,0.0,Norris,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,37,33,475,55,,,90,Burnley,Will Norris
150,100.0,100.0,172782,0.3,1.8,2,Josh,1.8,115,,2021-09-22T10:00:15.822625Z,44,1.6,Brownhill,3.0,90,11,0.4,2.5,Brownhill,551,0,0,1,9,0,0,0,3,0,0,0,96.2,116.4,79.0,29.3,46,38,55,76,44,,,90,Burnley,Josh Brownhill
151,0.0,0.0,217401,0.0,0.0,0,Josh,0.0,116,Transferred to Barnsley,2021-07-31T16:20:53.282166Z,45,0.0,Benson,0.0,90,0,0.0,0.0,Benson,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,197,201,192,517,199,,,90,Burnley,Josh Benson
152,0.0,0.0,220037,0.0,0.0,0,Bailey,0.0,117,Joined Sheffield Wednesday on a season-long loan,2021-07-27T22:30:10.385580Z,45,0.0,Peacock-Farrell,0.0,90,0,0.0,0.0,Peacock-Farrell,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,63,50,46,519,63,,,90,Burnley,Bailey Peacock-Farrell
153,,,433154,0.7,2.2,3,Dwight,2.2,118,,,59,2.3,McNeil,0.2,90,16,0.4,2.7,McNeil,614,0,0,1,11,0,0,0,0,0,0,1,158.4,160.9,86.0,40.6,16,17,53,41,27,,,90,Burnley,Dwight McNeil
154,100.0,100.0,432830,0.0,1.5,6,Nathan,1.5,451,,2021-09-03T11:30:16.089829Z,43,6.0,Collins,0.1,90,6,0.3,1.4,Collins,90,0,0,1,0,0,0,0,0,0,0,0,9.6,0.3,38.0,4.8,132,131,50,324,112,,,90,Burnley,Nathan Collins
155,100.0,100.0,20066,-1.5,0.0,0,Wayne,0.0,480,,2021-09-22T10:00:16.567681Z,45,0.0,Hennessey,0.2,90,0,0.0,0.0,Hennessey,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,41,37,489,59,,,90,Burnley,Wayne Hennessey
156,,,461096,-1.5,0.0,0,Lewis,0.0,533,,,45,0.0,Richardson,1.3,90,0,0.0,0.0,Richardson,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,67,68,63,542,69,,,90,Burnley,Lewis Richardson
157,,,461102,-1.5,0.0,0,Bobby,0.0,534,,,40,0.0,Thomas,0.3,90,0,0.0,0.0,Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,159,161,142,447,161,,,90,Burnley,Bobby Thomas
158,,,461567,-1.5,0.0,0,Owen,0.0,565,,,40,0.0,Dodgson,0.1,90,0,0.0,0.0,Dodgson,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,160,162,143,448,162,,,90,Burnley,Owen Dodgson
159,,,17349,-0.7,0.8,1,Aaron,0.8,575,,,50,0.8,Lennon,0.0,90,3,0.2,0.6,Lennon,103,0,0,0,1,0,0,0,1,0,0,0,8.6,2.5,30.0,4.1,152,169,110,333,150,,,90,Burnley,Aaron Lennon
160,75.0,25.0,149519,0.0,0.4,0,Maxwel,1.5,578,Hamstring injury - 75% chance of playing,2021-09-25T17:30:11.692912Z,60,3.0,Cornet,0.0,90,6,0.2,1.0,Cornet,78,1,0,0,1,0,0,0,1,0,0,0,42.8,16.2,42.0,10.1,105,142,91,257,119,,,90,Burnley,Maxwel Cornet
161,75.0,0.0,192290,-1.1,0.0,0,Connor,0.0,585,Lack of match fitness - 75% chance of playing,2021-09-06T09:30:13.102357Z,45,0.0,Roberts,0.0,90,0,0.0,0.0,Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,191,191,185,505,191,,,90,Burnley,Connor Roberts
162,,,41328,6.5,6.5,10,César,5.5,119,,,60,5.1,Azpilicueta,6.1,8,36,0.9,6.0,Azpilicueta,542,0,3,3,3,0,0,0,0,0,0,2,151.2,96.1,39.0,28.6,12,19,49,80,14,,,8,Chelsea,César Azpilicueta
163,0.0,0.0,44346,0.0,0.0,0,Olivier,0.0,120,Transferred to AC Milan,2021-07-18T11:00:04.218580Z,65,0.0,Giroud,0.0,8,0,0.0,0.0,Giroud,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,84,83,82,609,84,,,8,Chelsea,Olivier Giroud
164,,,51090,7.0,7.0,1,Thiago,6.0,121,,,54,5.0,Emiliano da Silva,4.2,8,25,1.1,4.6,Thiago Silva,376,1,0,2,2,0,0,0,1,0,0,3,169.6,33.0,56.0,25.9,5,52,28,105,26,,,8,Chelsea,Thiago Silva
165,,,82263,5.0,5.0,0,Marcos,4.0,122,,,60,6.5,Alonso,25.8,8,39,0.7,6.5,Alonso,535,1,1,4,2,0,0,0,2,0,0,4,145.2,177.4,136.0,46.1,17,6,2,29,2,,,8,Chelsea,Marcos Alonso
166,,,85955,2.8,2.8,1,Jorge Luiz,1.8,123,,,59,2.1,Frello Filho,3.7,8,15,0.3,2.5,Jorginho,493,0,0,3,2,0,0,0,0,0,0,0,85.6,67.6,4.0,15.8,58,72,164,196,93,1.0,,8,Chelsea,Jorge Filho
167,,,88894,1.2,1.2,1,Ross,0.2,124,,,53,1.0,Barkley,0.1,8,1,0.0,0.2,Barkley,7,0,0,0,0,0,0,0,0,0,0,0,0.6,1.3,2.0,0.4,182,174,170,393,181,,,8,Chelsea,Ross Barkley
168,,,91651,6.8,6.8,2,Mateo,5.8,125,,,52,4.7,Kovacic,8.4,8,33,1.1,6.3,Kovacic,548,1,3,4,2,0,0,0,0,0,0,2,176.0,106.3,87.0,37.0,10,43,50,52,32,,,8,Chelsea,Mateo Kovacic
169,0.0,0.0,94245,0.0,0.0,0,Michy,0.0,126,Joined Besiktas on a season-long loan - Expected back 01 Jul,2021-08-18T17:00:13.253920Z,55,0.0,Batshuayi,0.1,8,0,0.0,0.0,Batshuayi,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,81,80,79,596,81,,,8,Chelsea,Michy Batshuayi
170,,,102380,6.8,6.8,2,Antonio,5.8,127,,,58,5.1,Rüdiger,21.1,8,36,1.0,6.2,Rüdiger,630,1,0,4,3,0,0,0,2,0,0,2,136.8,64.7,57.0,25.9,22,30,25,106,27,,,8,Chelsea,Antonio Rüdiger
171,,,109745,2.5,2.5,0,Kepa,1.5,129,,,49,6.0,Arrizabalaga,0.3,8,6,0.3,1.2,Arrizabalaga,90,0,0,1,0,0,0,0,0,0,2,0,17.2,0.0,0.0,1.7,24,58,55,370,24,,,8,Chelsea,Kepa Arrizabalaga
172,75.0,0.0,116594,2.1,0.0,0,N'Golo,1.8,130,Illness - 75% chance of playing,2021-09-28T15:30:14.724610Z,49,2.2,Kanté,2.6,8,9,0.4,1.8,Kanté,167,1,0,0,2,0,0,0,0,0,0,0,67.2,31.0,11.0,10.9,75,112,144,247,114,,,8,Chelsea,N'Golo Kanté
173,100.0,100.0,124183,1.8,1.8,0,Hakim,0.8,131,,2021-08-12T06:30:05.630938Z,73,2.0,Ziyech,0.3,8,4,0.1,0.5,Ziyech,98,0,0,1,0,0,0,0,0,0,0,0,18.8,31.0,32.0,8.2,133,114,108,281,127,,,8,Chelsea,Hakim Ziyech
174,100.0,100.0,126187,2.8,2.8,6,Ruben,1.8,132,,2021-08-17T07:00:07.292415Z,54,3.5,Loftus-Cheek,0.1,8,7,0.3,1.3,Loftus-Cheek,96,0,1,0,1,0,0,0,0,0,0,1,31.2,22.7,9.0,6.3,120,135,156,308,139,,,8,Chelsea,Ruben Loftus-Cheek
175,,,135363,2.8,2.8,0,Andreas,1.8,133,,,50,4.4,Christensen,3.8,8,22,0.4,4.4,Christensen,450,0,0,3,2,0,0,0,1,0,0,1,85.4,25.4,1.0,11.2,62,63,119,244,78,,,8,Chelsea,Andreas Christensen
176,,,165153,4.2,4.2,7,Timo,3.2,134,,,86,2.7,Werner,1.6,8,16,0.4,1.9,Werner,299,1,1,1,2,0,0,0,1,0,0,1,69.6,29.0,207.0,30.6,22,33,14,74,20,3.0,,8,Chelsea,Timo Werner
177,,,172850,3.0,3.0,8,Benjamin,2.0,135,,,56,8.0,Chilwell,3.7,8,8,0.4,1.4,Chilwell,90,1,0,0,1,0,0,0,0,0,0,0,40.0,41.6,75.0,15.7,109,40,16,199,64,,,8,Chelsea,Benjamin Chilwell
178,0.0,0.0,173879,0.0,0.0,0,Tammy,0.0,136,Joined AS Roma on 17 August,2021-08-17T11:30:11.736405Z,65,0.0,Abraham,0.2,8,0,0.0,0.0,Abraham,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,85,84,83,610,85,,,8,Chelsea,Tammy Abraham
179,0.0,0.0,176413,0.0,0.0,0,Christian,0.0,137,Ankle injury - Unknown return date,2021-09-09T07:30:09.328572Z,79,8.0,Pulisic,0.5,8,8,0.0,1.0,Pulisic,81,1,0,1,0,0,0,0,0,0,0,0,36.8,3.4,42.0,8.2,114,163,92,282,128,,,8,Chelsea,Christian Pulisic
180,100.0,100.0,184341,1.5,1.5,1,Mason,0.5,138,,2021-09-24T13:30:14.679428Z,74,3.2,Mount,8.8,8,16,0.1,2.2,Mount,331,0,2,2,1,0,0,0,0,0,0,0,64.0,119.4,130.0,31.4,79,35,36,69,42,2.0,,8,Chelsea,Mason Mount
181,0.0,0.0,199598,0.0,0.0,0,Ethan,0.0,139,Joined Venezia on a season-long loan - Expected back 01 Jul,2021-08-31T18:00:09.815232Z,45,0.0,Ampadu,0.0,8,0,0.0,0.0,Ampadu,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,192,192,186,508,192,,,8,Chelsea,Ethan Ampadu
